id,item
'350','fruits'
'350','laundry detergent'
'350','soap'
'350','toilet paper'
'350','mixes'
'350','dinner rolls'
'350','tortillas'
'351','lunch meat'
'351','beef'
'351','laundry detergent'
'351','mixes'
'351','paper towels'
'352','pasta'
'352','ice cream'
'352','vegetables'
'352','hand soap'
'352','sugar'
'352','soda'
'352','sandwich bags'
'352','milk'
'352','juice'
'353','pasta'
'353','poultry'
'353','hand soap'
'353','spaghetti sauce'
'353','soda'
'353','tortillas'
'353','aluminum foil'
'353','sandwich loaves'
'353','coffee/tea'
'353','dishwashing liquid/detergent'
'353','all- purpose'
'353','sandwich bags'
'353','laundry detergent'
'353','lunch meat'
'353','fruits'
'353','dinner rolls'
'353','pork'
'353','pork'
'353','ketchup'
'353','soap'
'353','milk'
'354','lunch meat'
'354','coffee/tea'
'354','ice cream'
'354','poultry'
'354','vegetables'
'354','lunch meat'
'354','dishwashing liquid/detergent'
'354','laundry detergent'
'354','mixes'
'354','toilet paper'
'354','dinner rolls'
'354','waffles'
'355','sandwich loaves'
'355','cheeses'
'355','cereals'
'355','ketchup'
'355','cheeses'
'355','fruits'
'355','sugar'
'355','butter'
'355','soda'
'355','spaghetti sauce'
'355','shampoo'
'355','paper towels'
'355','sandwich bags'
'355','toilet paper'
'355','milk'
'356','coffee/tea'
'356','poultry'
'356','cheeses'
'356','hand soap'
'356','sugar'
'356','waffles'
'356','aluminum foil'
'356','sandwich loaves'
'356','coffee/tea'
'356','dishwashing liquid/detergent'
'356','toilet paper'
'356','lunch meat'
'356','beef'
'356','eggs'
'356','vegetables'
'356','shampoo'
'356','mixes'
'356','dinner rolls'
'356','pork'
'356','individual meals'
'356','soap'
'356','yogurt'
'356','juice'
'357','pasta'
'357','ice cream'
'357','coffee/tea'
'357','eggs'
'357','individual meals'
'357','hand soap'
'357','mixes'
'357','shampoo'
'357','soap'
'357','flour'
'357','sandwich bags'
'358','aluminum foil'
'358','cheeses'
'358','vegetables'
'358','fruits'
'358','shampoo'
'358','mixes'
'358','waffles'
'359','vegetables'
'359','dishwashing liquid/detergent'
'359','fruits'
'359','laundry detergent'
'359','individual meals'
'359','yogurt'
'359','mixes'
'360','aluminum foil'
'360','pasta'
'360','lunch meat'
'360','ice cream'
'360','spaghetti sauce'
'360','vegetables'
'360','fruits'
'360','sugar'
'360','all- purpose'
'360','spaghetti sauce'
'360','individual meals'
'360','laundry detergent'
'360','juice'
'361','yogurt'
'361','aluminum foil'
'361','pasta'
'361','coffee/tea'
'361','ketchup'
'361','vegetables'
'361','butter'
'361','mixes'
'361','soap'
'361','flour'
'361','toilet paper'
'361','waffles'
'362','aluminum foil'
'362','vegetables'
'362','ice cream'
'362','beef'
'362','ketchup'
'362','cheeses'
'362','vegetables'
'362','dishwashing liquid/detergent'
'362','hand soap'
'362','sugar'
'362','laundry detergent'
'362','bagels'
'362','paper towels'
'362','flour'
'362','mixes'
'362','dinner rolls'
'362','tortillas'
'363','pasta'
'363','cereals'
'363','poultry'
'363','hand soap'
'363','butter'
'363','soda'
'363','tortillas'
'363','sandwich loaves'
'363','dishwashing liquid/detergent'
'363','all- purpose'
'363','laundry detergent'
'363','sandwich bags'
'363','lunch meat'
'363','ice cream'
'363','eggs'
'363','vegetables'
'363','fruits'
'363','bagels'
'363','flour'
'363','mixes'
'363','dinner rolls'
'363','sandwich bags'
'363','individual meals'
'363','yogurt'
'364','vegetables'
'364','fruits'
'364','spaghetti sauce'
'364','bagels'
'364','juice'
'364','paper towels'
'364','yogurt'
'364','mixes'
'364','milk'
'365','pasta'
'365','coffee/tea'
'365','poultry'
'365','soda'
'365','paper towels'
'365','waffles'
'365','tortillas'
'365','aluminum foil'
'365','sandwich loaves'
'365','all- purpose'
'365','sandwich bags'
'365','lunch meat'
'365','ice cream'
'365','eggs'
'365','vegetables'
'365','fruits'
'365','mixes'
'365','pork'
'365','ketchup'
'365','soap'
'365','yogurt'
'365','milk'
'366','lunch meat'
'366','aluminum foil'
'366','vegetables'
'366','hand soap'
'366','sandwich bags'
'366','butter'
'366','flour'
'366','mixes'
'366','milk'
'366','tortillas'
'367','vegetables'
'367','ice cream'
'367','beef'
'367','cereals'
'367','poultry'
'367','vegetables'
'367','fruits'
'367','all- purpose'
'367','mixes'
'367','individual meals'
'367','shampoo'
'367','laundry detergent'
'367','dinner rolls'
'367','milk'
'368','pork'
'368','lunch meat'
'368','flour'
'368','hand soap'
'368','bagels'
'369','pasta'
'369','sugar'
'369','ice cream'
'369','beef'
'369','sandwich loaves'
'369','coffee/tea'
'369','cereals'
'369','vegetables'
'369','fruits'
'369','spaghetti sauce'
'369','butter'
'369','all- purpose'
'369','soap'
'369','waffles'
'369','tortillas'
'370','vegetables'
'370','ice cream'
'370','beef'
'370','lunch meat'
'370','vegetables'
'370','spaghetti sauce'
'370','shampoo'
'370','sandwich bags'
'370','laundry detergent'
'370','juice'
'371','vegetables'
'371','ice cream'
'371','beef'
'371','eggs'
'371','cereals'
'371','poultry'
'371','sugar'
'371','soda'
'371','sandwich bags'
'371','milk'
'372','beef'
'372','cereals'
'372','fruits'
'372','dishwashing liquid/detergent'
'372','hand soap'
'372','mixes'
'372','dinner rolls'
'372','milk'
'373','ice cream'
'373','cereals'
'373','ketchup'
'373','cheeses'
'373','dishwashing liquid/detergent'
'373','spaghetti sauce'
'373','individual meals'
'373','soda'
'374','pasta'
'374','coffee/tea'
'374','ketchup'
'374','eggs'
'374','ketchup'
'374','vegetables'
'374','cheeses'
'374','dishwashing liquid/detergent'
'374','spaghetti sauce'
'374','butter'
'374','bagels'
'374','laundry detergent'
'374','mixes'
'374','individual meals'
'374','soap'
'374','toilet paper'
'374','dinner rolls'
'374','paper towels'
'374','waffles'
'374','tortillas'
'375','pasta'
'375','sandwich loaves'
'375','pork'
'375','coffee/tea'
'375','lunch meat'
'375','eggs'
'375','dishwashing liquid/detergent'
'375','poultry'
'375','vegetables'
'375','ketchup'
'375','fruits'
'375','butter'
'375','flour'
'375','yogurt'
'375','sandwich bags'
'375','waffles'
'375','milk'
'375','juice'
'376','pasta'
'376','cereals'
'376','hand soap'
'376','soda'
'376','waffles'
'376','tortillas'
'376','coffee/tea'
'376','dishwashing liquid/detergent'
'376','laundry detergent'
'376','lunch meat'
'376','ice cream'
'376','beef'
'376','vegetables'
'376','bagels'
'376','shampoo'
'376','dinner rolls'
'376','pork'
'376','eggs'
'376','ketchup'
'376','soap'
'376','milk'
'376','juice'
'377','pasta'
'377','milk'
'377','pork'
'377','coffee/tea'
'377','cereals'
'377','poultry'
'377','ketchup'
'377','vegetables'
'377','cheeses'
'377','dishwashing liquid/detergent'
'377','spaghetti sauce'
'377','laundry detergent'
'377','bagels'
'377','shampoo'
'377','flour'
'377','yogurt'
'377','mixes'
'377','dinner rolls'
'377','juice'
'378','pasta'
'378','vegetables'
'378','eggs'
'378','cereals'
'378','toilet paper'
'378','vegetables'
'378','cheeses'
'378','dishwashing liquid/detergent'
'378','hand soap'
'378','fruits'
'378','mixes'
'378','shampoo'
'378','soap'
'378','flour'
'378','paper towels'
'378','dinner rolls'
'378','tortillas'
'379','aluminum foil'
'379','juice'
'379','vegetables'
'379','dinner rolls'
'379','dishwashing liquid/detergent'
'379','butter'
'379','bagels'
'379','individual meals'
'379','soda'
'379','shampoo'
'379','flour'
'379','laundry detergent'
'379','dinner rolls'
'379','milk'
'379','tortillas'
'380','ice cream'
'380','coffee/tea'
'380','lunch meat'
'380','toilet paper'
'380','spaghetti sauce'
'380','sandwich bags'
'380','hand soap'
'380','ice cream'
'380','soap'
'380','flour'
'380','paper towels'
'381','lunch meat'
'381','beef'
'381','cereals'
'381','eggs'
'381','vegetables'
'381','dishwashing liquid/detergent'
'381','hand soap'
'381','spaghetti sauce'
'381','sugar'
'381','individual meals'
'381','yogurt'
'381','tortillas'
'382','aluminum foil'
'382','pasta'
'382','sandwich loaves'
'382','pork'
'382','eggs'
'382','flour'
'382','vegetables'
'382','dishwashing liquid/detergent'
'382','all- purpose'
'382','bagels'
'382','shampoo'
'382','toilet paper'
'382','tortillas'
'383','aluminum foil'
'383','pork'
'383','coffee/tea'
'383','beef'
'383','all- purpose'
'383','ketchup'
'383','waffles'
'383','soda'
'383','individual meals'
'383','shampoo'
'383','soap'
'383','flour'
'383','yogurt'
'383','dinner rolls'
'384','cereals'
'384','sugar'
'384','soda'
'384','paper towels'
'384','tortillas'
'384','aluminum foil'
'384','all- purpose'
'384','toilet paper'
'384','laundry detergent'
'384','lunch meat'
'384','beef'
'384','eggs'
'384','vegetables'
'384','bagels'
'384','shampoo'
'384','flour'
'384','mixes'
'384','dinner rolls'
'384','pork'
'384','ketchup'
'384','dinner rolls'
'384','soap'
'384','milk'
'385','aluminum foil'
'385','pork'
'385','coffee/tea'
'385','eggs'
'385','cereals'
'385','dishwashing liquid/detergent'
'385','poultry'
'385','cheeses'
'385','vegetables'
'385','dishwashing liquid/detergent'
'385','fruits'
'385','mixes'
'385','flour'
'385','yogurt'
'385','laundry detergent'
'385','juice'
'386','tortillas'
'386','pasta'
'386','cereals'
'386','poultry'
'386','sugar'
'386','paper towels'
'386','tortillas'
'386','sandwich loaves'
'386','laundry detergent'
'386','ice cream'
'386','beef'
'386','eggs'
'386','vegetables'
'386','fruits'
'386','shampoo'
'386','flour'
'386','dinner rolls'
'386','ketchup'
'386','soap'
'386','milk'
'386','juice'
'387','pasta'
'387','sandwich loaves'
'387','lunch meat'
'387','pork'
'387','coffee/tea'
'387','ice cream'
'387','cereals'
'387','cheeses'
'387','vegetables'
'387','waffles'
'387','fruits'
'387','dishwashing liquid/detergent'
'387','butter'
'387','soda'
'387','sandwich bags'
'387','sugar'
'387','soap'
'387','flour'
'387','dinner rolls'
'387','waffles'
'388','yogurt'
'388','lunch meat'
'388','beef'
'388','ketchup'
'388','vegetables'
'388','fruits'
'388','sandwich bags'
'388','yogurt'
'388','mixes'
'389','aluminum foil'
'389','sandwich loaves'
'389','lunch meat'
'389','beef'
'389','ice cream'
'389','toilet paper'
'389','vegetables'
'389','mixes'
'389','paper towels'
'389','soap'
'389','flour'
'389','dinner rolls'
'389','sandwich bags'
'389','poultry'
'390','pasta'
'390','lunch meat'
'390','ice cream'
'390','eggs'
'390','ketchup'
'390','fruits'
'390','dishwashing liquid/detergent'
'390','spaghetti sauce'
'390','soda'
'390','paper towels'
'390','mixes'
'391','aluminum foil'
'391','aluminum foil'
'391','cereals'
'391','vegetables'
'391','butter'
'391','soap'
'391','toilet paper'
'391','mixes'
'391','milk'
'391','juice'
'392','aluminum foil'
'392','lunch meat'
'392','eggs'
'392','vegetables'
'392','soda'
'392','individual meals'
'392','flour'
'392','yogurt'
'392','paper towels'
'392','beef'
'393','pasta'
'393','aluminum foil'
'393','lunch meat'
'393','ice cream'
'393','ketchup'
'393','vegetables'
'393','sugar'
'393','spaghetti sauce'
'393','soda'
'393','soap'
'393','yogurt'
'393','paper towels'
'393','dinner rolls'
'393','tortillas'
'394','pasta'
'394','vegetables'
'394','sandwich loaves'
'394','poultry'
'394','ketchup'
'394','cheeses'
'394','vegetables'
'394','spaghetti sauce'
'394','bagels'
'394','soda'
'394','individual meals'
'394','mixes'
'394','flour'
'394','toilet paper'
'394','dinner rolls'
'394','milk'
'394','tortillas'
'395','pasta'
'395','pork'
'395','coffee/tea'
'395','lunch meat'
'395','flour'
'395','ketchup'
'395','vegetables'
'395','poultry'
'395','spaghetti sauce'
'395','all- purpose'
'395','soda'
'395','hand soap'
'395','sugar'
'395','shampoo'
'395','paper towels'
'395','flour'
'395','yogurt'
'395','toilet paper'
'395','dinner rolls'
'395','tortillas'
'396','pasta'
'396','ice cream'
'396','pork'
'396','pasta'
'396','tortillas'
'396','vegetables'
'396','cheeses'
'396','spaghetti sauce'
'396','butter'
'396','hand soap'
'396','mixes'
'396','sandwich bags'
'396','flour'
'396','toilet paper'
'396','waffles'
'396','milk'
'396','juice'
'397','tortillas'
'397','eggs'
'397','spaghetti sauce'
'397','butter'
'397','all- purpose'
'397','flour'
'397','toilet paper'
'397','tortillas'
'398','pasta'
'398','cheeses'
'398','spaghetti sauce'
'398','soda'
'398','juice'
'398','waffles'
'398','aluminum foil'
'398','sandwich loaves'
'398','coffee/tea'
'398','all- purpose'
'398','toilet paper'
'398','lunch meat'
'398','ice cream'
'398','eggs'
'398','vegetables'
'398','shampoo'
'398','flour'
'398','ketchup'
'398','soap'
'398','yogurt'
'398','milk'
'398','juice'
'399','pasta'
'399','poultry'
'399','cheeses'
'399','hand soap'
'399','butter'
'399','soda'
'399','paper towels'
'399','aluminum foil'
'399','dishwashing liquid/detergent'
'399','all- purpose'
'399','laundry detergent'
'399','lunch meat'
'399','eggs'
'399','vegetables'
'399','lunch meat'
'399','fruits'
'399','shampoo'
'399','mixes'
'399','ketchup'
'399','soap'
'399','milk'
'399','juice'
'400','aluminum foil'
'400','milk'
'400','sandwich loaves'
'400','lunch meat'
'400','pork'
'400','soap'
'400','ketchup'
'400','vegetables'
'400','dishwashing liquid/detergent'
'400','spaghetti sauce'
'400','laundry detergent'
'400','all- purpose'
'400','butter'
'400','soda'
'400','individual meals'
'400','paper towels'
'400','sandwich bags'
'400','waffles'
'400','milk'
'400','tortillas'
'401','pasta'
'401','ice cream'
'401','pork'
'401','coffee/tea'
'401','cheeses'
'401','cereals'
'401','eggs'
'401','dishwashing liquid/detergent'
'401','hand soap'
'401','sandwich bags'
'401','soda'
'401','waffles'
'401','spaghetti sauce'
'401','butter'
'401','flour'
'401','toilet paper'
'401','yogurt'
'401','mixes'
'401','dinner rolls'
'401','tortillas'
'402','poultry'
'402','cheeses'
'402','spaghetti sauce'
'402','butter'
'402','soda'
'402','sugar'
'402','tortillas'
'402','sandwich loaves'
'402','coffee/tea'
'402','sandwich bags'
'402','toilet paper'
'402','laundry detergent'
'402','ice cream'
'402','eggs'
'402','vegetables'
'402','fruits'
'402','shampoo'
'402','eggs'
'402','individual meals'
'402','milk'
'402','juice'
'403','lunch meat'
'403','coffee/tea'
'403','tortillas'
'403','cereals'
'403','poultry'
'403','ketchup'
'403','vegetables'
'403','dishwashing liquid/detergent'
'403','hand soap'
'403','spaghetti sauce'
'403','soda'
'403','sugar'
'403','shampoo'
'403','soap'
'403','sandwich bags'
'403','dinner rolls'
'403','mixes'
'403','waffles'
'403','shampoo'
'403','juice'
'404','pasta'
'404','hand soap'
'404','aluminum foil'
'404','pork'
'404','beef'
'404','ketchup'
'404','vegetables'
'404','spaghetti sauce'
'404','all- purpose'
'404','soda'
'404','yogurt'
'404','dinner rolls'
'405','pork'
'405','coffee/tea'
'405','pasta'
'405','eggs'
'405','poultry'
'405','ketchup'
'405','vegetables'
'405','cheeses'
'405','hand soap'
'405','all- purpose'
'405','individual meals'
'405','flour'
'405','yogurt'
'405','dinner rolls'
'405','tortillas'
'406','sandwich loaves'
'406','aluminum foil'
'406','lunch meat'
'406','coffee/tea'
'406','pork'
'406','vegetables'
'406','hand soap'
'406','bagels'
'406','mixes'
'406','waffles'
'406','tortillas'
'407','sugar'
'407','hand soap'
'407','sandwich bags'
'407','vegetables'
'408','pasta'
'408','hand soap'
'408','sandwich loaves'
'408','beef'
'408','spaghetti sauce'
'408','sugar'
'408','laundry detergent'
'409','sandwich loaves'
'409','ice cream'
'409','coffee/tea'
'409','flour'
'409','vegetables'
'409','all- purpose'
'409','bagels'
'409','mixes'
'409','shampoo'
'409','toilet paper'
'410','aluminum foil'
'410','pasta'
'410','ice cream'
'410','beef'
'410','cereals'
'410','cereals'
'410','vegetables'
'410','cheeses'
'410','dishwashing liquid/detergent'
'410','fruits'
'410','laundry detergent'
'410','sugar'
'410','all- purpose'
'410','butter'
'410','sandwich bags'
'410','yogurt'
'410','paper towels'
'410','milk'
'410','tortillas'
'411','pork'
'411','lunch meat'
'411','juice'
'411','vegetables'
'411','spaghetti sauce'
'411','butter'
'411','bagels'
'411','juice'
'411','paper towels'
'411','sandwich bags'
'411','toilet paper'
'411','tortillas'
'412','sandwich loaves'
'412','pork'
'412','cereals'
'412','eggs'
'412','ketchup'
'412','vegetables'
'412','dishwashing liquid/detergent'
'412','sugar'
'412','all- purpose'
'412','hand soap'
'412','shampoo'
'412','soap'
'412','mixes'
'412','dinner rolls'
'413','ice cream'
'413','lunch meat'
'413','flour'
'413','poultry'
'413','shampoo'
'413','soap'
'414','sandwich loaves'
'414','ice cream'
'414','coffee/tea'
'414','beef'
'414','ketchup'
'414','vegetables'
'414','toilet paper'
'414','dinner rolls'
'414','fruits'
'414','sugar'
'414','sandwich bags'
'414','mixes'
'414','bagels'
'414','soda'
'414','shampoo'
'414','flour'
'414','yogurt'
'414','laundry detergent'
'414','dinner rolls'
'415','ice cream'
'415','cereals'
'415','vegetables'
'415','dinner rolls'
'415','sugar'
'415','laundry detergent'
'415','butter'
'415','soap'
'415','sandwich bags'
'415','waffles'
'416','aluminum foil'
'416','pasta'
'416','beef'
'416','eggs'
'416','cereals'
'416','tortillas'
'416','vegetables'
'416','fruits'
'416','individual meals'
'416','butter'
'416','all- purpose'
'416','bagels'
'416','soda'
'416','spaghetti sauce'
'416','waffles'
'416','flour'
'416','laundry detergent'
'416','dinner rolls'
'416','milk'
'416','juice'
'417','lunch meat'
'417','tortillas'
'417','cereals'
'417','flour'
'417','poultry'
'417','ketchup'
'417','vegetables'
'417','sugar'
'417','laundry detergent'
'417','mixes'
'417','individual meals'
'417','flour'
'417','waffles'
'417','yogurt'
'417','toilet paper'
'417','dinner rolls'
'417','juice'
'418','tortillas'
'418','sandwich loaves'
'418','ice cream'
'418','vegetables'
'418','cheeses'
'418','fruits'
'418','sugar'
'418','butter'
'418','hand soap'
'418','individual meals'
'418','shampoo'
'418','soap'
'418','dinner rolls'
'418','toilet paper'
'418','waffles'
'419','pasta'
'419','lunch meat'
'419','pork'
'419','coffee/tea'
'419','ice cream'
'419','eggs'
'419','cereals'
'419','flour'
'419','cheeses'
'419','vegetables'
'419','dishwashing liquid/detergent'
'419','laundry detergent'
'419','bagels'
'419','mixes'
'419','individual meals'
'419','paper towels'
'419','sandwich bags'
'419','toilet paper'
'419','tortillas'
'420','lunch meat'
'420','coffee/tea'
'420','cereals'
'420','vegetables'
'420','cheeses'
'420','hand soap'
'420','soda'
'420','individual meals'
'420','soda'
'420','yogurt'
'420','waffles'
'421','aluminum foil'
'421','ice cream'
'421','dishwashing liquid/detergent'
'421','fruits'
'421','laundry detergent'
'421','hand soap'
'421','waffles'
'421','mixes'
'421','sandwich bags'
'422','lunch meat'
'422','eggs'
'422','cereals'
'422','toilet paper'
'422','vegetables'
'422','butter'
'422','soda'
'422','individual meals'
'422','shampoo'
'422','ice cream'
'422','soap'
'422','flour'
'422','yogurt'
'422','sandwich bags'
'422','waffles'
'422','milk'
'422','juice'
'423','cereals'
'423','poultry'
'423','cheeses'
'423','tortillas'
'423','aluminum foil'
'423','sandwich loaves'
'423','coffee/tea'
'423','dishwashing liquid/detergent'
'423','all- purpose'
'423','toilet paper'
'423','sandwich bags'
'423','ice cream'
'423','beef'
'423','vegetables'
'423','fruits'
'423','bagels'
'423','shampoo'
'423','flour'
'423','dinner rolls'
'423','pork'
'423','spaghetti sauce'
'423','individual meals'
'423','soap'
'423','yogurt'
'424','aluminum foil'
'424','ice cream'
'424','beef'
'424','cereals'
'424','ketchup'
'424','vegetables'
'424','waffles'
'424','dishwashing liquid/detergent'
'424','all- purpose'
'424','laundry detergent'
'424','bagels'
'424','shampoo'
'424','yogurt'
'424','mixes'
'424','waffles'
'424','milk'
'425','cereals'
'425','poultry'
'425','hand soap'
'425','butter'
'425','paper towels'
'425','tortillas'
'425','aluminum foil'
'425','coffee/tea'
'425','toilet paper'
'425','all- purpose'
'425','laundry detergent'
'425','toilet paper'
'425','ice cream'
'425','beef'
'425','lunch meat'
'425','eggs'
'425','vegetables'
'425','shampoo'
'425','mixes'
'425','pork'
'425','ketchup'
'425','individual meals'
'425','soap'
'425','milk'
'425','juice'
'426','pasta'
'426','lunch meat'
'426','coffee/tea'
'426','beef'
'426','ketchup'
'426','dishwashing liquid/detergent'
'426','fruits'
'426','spaghetti sauce'
'426','dinner rolls'
'426','toilet paper'
'426','waffles'
'426','beef'
'427','poultry'
'427','sugar'
'427','spaghetti sauce'
'427','soda'
'427','paper towels'
'427','waffles'
'427','tortillas'
'427','toilet paper'
'427','dishwashing liquid/detergent'
'427','laundry detergent'
'427','ice cream'
'427','lunch meat'
'427','beef'
'427','eggs'
'427','vegetables'
'427','bagels'
'427','flour'
'427','mixes'
'427','dinner rolls'
'427','pork'
'427','soap'
'427','juice'
'428','sandwich loaves'
'428','ice cream'
'428','poultry'
'428','cheeses'
'428','vegetables'
'428','fruits'
'428','hand soap'
'428','dishwashing liquid/detergent'
'428','butter'
'428','mixes'
'428','shampoo'
'428','laundry detergent'
'429','tortillas'
'429','pork'
'429','beef'
'429','lunch meat'
'429','cereals'
'429','dishwashing liquid/detergent'
'429','fruits'
'429','flour'
'429','dinner rolls'
'430','pasta'
'430','sandwich loaves'
'430','coffee/tea'
'430','beef'
'430','eggs'
'430','ketchup'
'430','vegetables'
'430','spaghetti sauce'
'430','hand soap'
'430','soda'
'430','laundry detergent'
'430','bagels'
'430','shampoo'
'430','juice'
'430','flour'
'430','yogurt'
'430','paper towels'
'430','milk'
'430','juice'
'431','eggs'
'431','ketchup'
'431','vegetables'
'431','toilet paper'
'431','fruits'
'431','sugar'
'431','all- purpose'
'431','bagels'
'431','sandwich bags'
'431','dishwashing liquid/detergent'
'431','spaghetti sauce'
'431','ice cream'
'431','soap'
'431','flour'
'431','yogurt'
'431','laundry detergent'
'431','waffles'
'432','pork'
'432','lunch meat'
'432','aluminum foil'
'432','cereals'
'432','vegetables'
'432','cheeses'
'432','fruits'
'432','sugar'
'432','butter'
'432','soda'
'432','spaghetti sauce'
'432','paper towels'
'432','soap'
'432','waffles'
'432','sandwich bags'
'432','dinner rolls'
'433','milk'
'433','ice cream'
'433','lunch meat'
'433','vegetables'
'433','cheeses'
'433','bagels'
'433','toilet paper'
'433','juice'
'434','aluminum foil'
'434','ice cream'
'434','beef'
'434','coffee/tea'
'434','eggs'
'434','poultry'
'434','vegetables'
'434','spaghetti sauce'
'434','all- purpose'
'434','sugar'
'434','individual meals'
'434','yogurt'
'434','milk'
'434','juice'
'435','sandwich loaves'
'435','sandwich loaves'
'435','cereals'
'435','ketchup'
'435','vegetables'
'435','fruits'
'435','spaghetti sauce'
'435','all- purpose'
'435','laundry detergent'
'435','individual meals'
'435','hand soap'
'435','paper towels'
'435','sandwich bags'
'435','soap'
'435','toilet paper'
'435','yogurt'
'435','mixes'
'435','waffles'
'435','tortillas'
'436','pasta'
'436','lunch meat'
'436','coffee/tea'
'436','pork'
'436','beef'
'436','poultry'
'436','ketchup'
'436','vegetables'
'436','dishwashing liquid/detergent'
'436','individual meals'
'436','sugar'
'436','bagels'
'436','spaghetti sauce'
'436','fruits'
'436','hand soap'
'436','soda'
'436','sandwich bags'
'436','toilet paper'
'436','dinner rolls'
'437','milk'
'437','beef'
'437','ketchup'
'437','shampoo'
'437','juice'
'438','poultry'
'438','hand soap'
'438','soda'
'438','paper towels'
'438','waffles'
'438','sandwich loaves'
'438','coffee/tea'
'438','dishwashing liquid/detergent'
'438','all- purpose'
'438','laundry detergent'
'438','sandwich bags'
'438','lunch meat'
'438','eggs'
'438','vegetables'
'438','fruits'
'438','mixes'
'438','dinner rolls'
'438','yogurt'
'438','ketchup'
'438','yogurt'
'438','milk'
'438','juice'
'439','aluminum foil'
'439','hand soap'
'439','vegetables'
'439','dishwashing liquid/detergent'
'439','all- purpose'
'439','bagels'
'439','laundry detergent'
'439','waffles'
'440','pasta'
'440','pork'
'440','coffee/tea'
'440','lunch meat'
'440','cereals'
'440','all- purpose'
'440','ketchup'
'440','vegetables'
'440','cheeses'
'440','spaghetti sauce'
'440','butter'
'440','soda'
'440','bagels'
'440','shampoo'
'440','soap'
'440','waffles'
'440','juice'
'441','ice cream'
'441','eggs'
'441','fruits'
'441','cereals'
'441','vegetables'
'441','bagels'
'441','shampoo'
'441','tortillas'
'442','pasta'
'442','sandwich loaves'
'442','coffee/tea'
'442','fruits'
'442','ketchup'
'442','vegetables'
'442','fruits'
'442','butter'
'442','laundry detergent'
'443','aluminum foil'
'443','bagels'
'443','sandwich loaves'
'443','coffee/tea'
'443','tortillas'
'443','cereals'
'443','ketchup'
'443','vegetables'
'443','toilet paper'
'443','waffles'
'443','sugar'
'443','butter'
'443','individual meals'
'443','soap'
'443','flour'
'443','mixes'
'443','dinner rolls'
'443','milk'
'443','juice'
'444','pasta'
'444','vegetables'
'444','aluminum foil'
'444','ice cream'
'444','pork'
'444','ketchup'
'444','cheeses'
'444','dishwashing liquid/detergent'
'444','fruits'
'444','all- purpose'
'444','mixes'
'444','bagels'
'444','soda'
'444','shampoo'
'444','hand soap'
'444','toilet paper'
'444','sandwich bags'
'444','dinner rolls'
'444','milk'
'444','tortillas'
'445','cereals'
'445','poultry'
'445','cheeses'
'445','sugar'
'445','soda'
'445','paper towels'
'445','waffles'
'445','tortillas'
'445','aluminum foil'
'445','dishwashing liquid/detergent'
'445','sandwich bags'
'445','toilet paper'
'445','ice cream'
'445','beef'
'445','vegetables'
'445','bagels'
'445','soap'
'445','ketchup'
'445','individual meals'
'445','yogurt'
'445','juice'
'446','sandwich loaves'
'446','pork'
'446','beef'
'446','eggs'
'446','vegetables'
'446','waffles'
'446','sugar'
'446','dinner rolls'
'447','pasta'
'447','ice cream'
'447','pork'
'447','cereals'
'447','flour'
'447','ketchup'
'447','vegetables'
'447','hand soap'
'447','butter'
'447','flour'
'447','shampoo'
'447','soap'
'447','toilet paper'
'447','yogurt'
'447','laundry detergent'
'447','dinner rolls'
'447','milk'
'447','juice'
'448','aluminum foil'
'448','lunch meat'
'448','beef'
'448','ice cream'
'448','vegetables'
'448','dishwashing liquid/detergent'
'448','sugar'
'448','spaghetti sauce'
'448','bagels'
'448','fruits'
'448','shampoo'
'448','waffles'
'448','poultry'
'449','cereals'
'449','poultry'
'449','hand soap'
'449','sugar'
'449','soda'
'449','butter'
'449','spaghetti sauce'
'449','aluminum foil'
'449','sandwich loaves'
'449','coffee/tea'
'449','all- purpose'
'449','toilet paper'
'449','poultry'
'449','ice cream'
'449','beef'
'449','eggs'
'449','vegetables'
'449','fruits'
'449','bagels'
'449','shampoo'
'449','dinner rolls'
'449','pork'
'449','individual meals'
'449','soap'
'449','yogurt'
'449','milk'
'449','juice'
'450','ice cream'
'450','coffee/tea'
'450','tortillas'
'450','waffles'
'450','soda'
'450','bagels'
'450','sandwich bags'
'450','juice'
'451','pasta'
'451','ice cream'
'451','eggs'
'451','poultry'
'451','cheeses'
'451','fruits'
'451','all- purpose'
'451','soda'
'451','soap'
'451','flour'
'451','dinner rolls'
'451','tortillas'
'452','aluminum foil'
'452','sandwich loaves'
'452','cereals'
'452','vegetables'
'452','cheeses'
'452','sugar'
'452','laundry detergent'
'452','soda'
'452','bagels'
'452','individual meals'
'452','sandwich bags'
'452','flour'
'452','mixes'
'452','shampoo'
'452','waffles'
'452','paper towels'
'452','sandwich bags'
'452','juice'
'453','ice cream'
'453','coffee/tea'
'453','lunch meat'
'453','spaghetti sauce'
'453','soda'
'453','soap'
'453','juice'
'454','pasta'
'454','sandwich loaves'
'454','eggs'
'454','ketchup'
'454','vegetables'
'454','cheeses'
'454','dishwashing liquid/detergent'
'454','waffles'
'454','butter'
'454','fruits'
'454','individual meals'
'454','laundry detergent'
'454','shampoo'
'454','paper towels'
'454','flour'
'454','yogurt'
'454','toilet paper'
'454','poultry'
'455','poultry'
'455','spaghetti sauce'
'455','sugar'
'455','soda'
'455','juice'
'455','waffles'
'455','tortillas'
'455','aluminum foil'
'455','sandwich loaves'
